1	11.239939	9.638952	4.605749	37.186481	14.998514	15.25925
2	38.92505	35.090098	19.206659	65.818752	16.869478	18.026669
3	17.165575	18.414383	26.68855	49.9949	-3.184086	-23.515905
4	10.325485	12.919131	5.49265	42.641143	-15.32506	20.042259
5	23.966358	22.626164	33.823911	54.685168	9.697771	-26.712606
6	31.1035	42.543599	35.44605	71.244099	-33.139074	-0.501008
7	39.52298	30.702675	4.734329	62.255834	34.109431	57.777447
8	11.995596	11.005086	27.981134	39.589036	9.998018	-43.63878
9	30.468756	20.004583	10.59408	51.842392	48.140261	16.063567
10	8.027676	6.014708	10.350703	29.449542	22.425539	-21.766097
11	34.032473	43.105273	8.400033	71.626364	-24.344118	57.685023
12	49.701217	44.000486	5.917968	72.228822	20.603889	69.014947
13	7.246664	5.699082	21.814914	28.640217	18.590722	-51.40919
14	14.337538	22.574097	7.255225	54.630907	-39.549342	32.834135
15	22.359446	12.891163	4.402623	42.598795	54.604911	25.731524
16	60.528073	61.088875	7.730321	82.426497	3.868902	78.857034
17	30.496815	19.744947	23.094283	51.547609	49.515391	-14.37575
18	12.835791	17.911983	29.154141	49.389178	-26.547342	-28.664457
19	85.268008	88.678185	73.122739	95.44577	-0.441426	0.024428
20	54.761882	56.741284	47.602842	80.033858	0.130943	-0.93446
21	34.072432	35.337646	29.864744	66.010702	-0.000437	-1.14631
22	18.09281	18.886909	15.97479	50.554632	-0.620685	-0.961625
23	8.261114	8.575212	7.309865	35.153217	-0.063182	-0.970811
24	2.944002	3.070091	2.601106	20.322444	-0.285772	-0.560323
