380	24.5025
385	27.1939
390	29.8852
395	39.6066
400	49.3279
405	52.9307
410	56.5335
415	58.2936
420	60.0536
425	58.9441
430	57.8346
435	66.3387
440	74.8428
445	81.0538
450	87.2649
455	88.9467
460	90.6284
465	91.0052
470	91.3821
475	93.2515
480	95.1209
485	93.5468
490	91.9727
495	93.8523
500	95.7318
505	96.1759
510	96.62
515	96.8768
520	97.1336
525	99.618
530	102.1024
535	101.4297
540	100.7569
545	101.5375
550	102.318
555	101.159
560	100
565	98.8671
570	97.7342
575	98.3251
580	98.9161
585	96.206
590	93.4959
595	95.5895
600	97.6831
605	98.4732
610	99.2632
615	99.1489
620	99.0346
625	97.3745
630	95.7143
635	97.2811
640	98.848
645	97.2529
650	95.6577
655	96.9183
660	98.1789
665	100.5848
670	102.9908
675	101.0556
680	99.1203
685	93.2453
690	87.3702
695	89.4808
700	91.5914
705	92.2344
710	92.8774
715	84.8612
720	76.8451
725	81.6731
730	86.5011
735	89.5352
740	92.5692
745	85.3951
750	78.221
755	67.953
760	57.685
765	70.2991
770	82.9132
775	80.5891
780	78.265
