1,37.186,14.999,15.259,32.374,6.1518,10.227,11.258
2,65.819,16.869,18.027,71.937,7.912,9.5774,13.75
3,49.995,-3.1841,-23.516,53.364,6.3411,-35.7,15.828
4,42.641,-15.325,20.042,43.755,-23.804,20.885,8.5933
5,54.685,9.6978,-26.713,61.203,20.577,-40.88,19.014
6,71.244,-33.139,-0.50101,82.764,-32.476,-8.0636,13.797
7,62.256,34.109,57.777,58.92,21.793,52.331,13.874
8,39.589,9.998,-43.639,35.046,33.634,-59.659,28.912
9,51.842,48.14,16.064,52.062,45.525,6.5478,9.8711
10,29.45,22.426,-21.766,23.774,33.507,-33.916,17.396
11,71.626,-24.344,57.685,80.289,-43.292,61.075,21.108
12,72.229,20.604,69.015,77.448,-3.2164,65.758,24.602
13,28.64,18.591,-51.409,18.824,43.963,-61.321,28.954
14,54.631,-39.549,32.834,52.687,-45.379,30.261,6.6619
15,42.599,54.605,25.732,39.37,52.807,21.236,5.8195
16,82.426,3.8689,78.857,89.809,-27.155,78.92,31.89
17,51.548,49.515,-14.376,50.941,59.766,-29.171,18.01
18,49.389,-26.547,-28.664,51.763,-4.6715,-35.219,22.96
19,95.446,-0.44143,0.024428,93.811,-9.0256,-4.7189,9.9428
20,80.034,0.13094,-0.93446,80.289,-4.8,-8.8727,9.3485
21,66.011,-0.000437,-1.1463,63.177,-1.5758,-8.8328,8.3422
22,50.555,-0.62069,-0.96162,46.25,-3.21,-7.2772,8.0697
23,35.153,-0.063182,-0.97081,26.843,-1.0254,-5.752,9.636
24,20.322,-0.28577,-0.56032,12.547,0.91314,-6.7318,9.9987
